year,exporter,flow,importer,resource,weight (kg),value (US$),exporterISO,importerISO,exporter continent,importer continent
2017,Afghanistan,Export,Pakistan,Coal,0.0,43546609.57,AFG,PAK,Asia,Asia
2017,Azerbaijan,Export,Georgia,Coal,346440.0,31179.6,AZE,GEO,Asia,Asia
2017,Argentina,Export,Bolivia (Plurinational State of),Coal,20478.0,14976.12,ARG,BOL,South America,South America
2017,Argentina,Export,Brazil,Coal,3049100.0,494711.18,ARG,BRA,South America,South America
2017,Argentina,Export,Chile,Coal,2100.0,3129.0,ARG,CHL,South America,South America
2017,Argentina,Export,Uruguay,Coal,312.0,511.68,ARG,URY,South America,South America
2017,Australia,Export,Argentina,Coal,387950000.0,70131629.46,AUS,ARG,Oceania,South America
2017,Australia,Export,Austria,Coal,76750000.0,12935284.459,AUS,AUT,Oceania,Europe
2017,Australia,Export,Belgium,Coal,918098000.0,154995369.792,AUS,BEL,Oceania,Europe
2017,Australia,Export,Brazil,Coal,5789218000.0,959498082.925,AUS,BRA,Oceania,South America
2017,Australia,Export,Myanmar,Coal,83502670.0,5603450.494,AUS,MMR,Oceania,Asia
2017,Australia,Export,Chile,Coal,2200987000.0,213157011.708,AUS,CHL,Oceania,South America
2017,Australia,Export,China,Coal,83406903070.0,9041860694.915,AUS,CHN,Oceania,Asia
2017,Australia,Export,France,Coal,2778822000.0,522355361.733,AUS,FRA,Oceania,Europe
2017,Australia,Export,Germany,Coal,409364000.0,76883630.298,AUS,DEU,Oceania,Europe
2017,Australia,Export,"China, Hong Kong SAR",Coal,292492000.0,24694874.037,AUS,HKG,Oceania,Asia
2017,Australia,Export,Indonesia,Coal,3119688920.0,340538670.261,AUS,IDN,Oceania,Asia
2017,Australia,Export,Iran,Coal,177846000.0,28536183.871,AUS,IRN,Oceania,Asia
2017,Australia,Export,Italy,Coal,328872000.0,79161252.644,AUS,ITA,Oceania,Europe
2017,Australia,Export,Japan,Coal,117443310000.0,12652188786.347,AUS,JPN,Oceania,Asia
2017,Australia,Export,Kazakhstan,Coal,10.0,192.46,AUS,KAZ,Oceania,Asia
2017,Australia,Export,Rep. of Korea,Coal,48831121000.0,5277368367.533,AUS,KOR,Oceania,Asia
2017,Australia,Export,Malaysia,Coal,6295057000.0,549334999.075,AUS,MYS,Oceania,Asia
2017,Australia,Export,Mongolia,Coal,4000.0,653.291,AUS,MNG,Oceania,Asia
2017,Australia,Export,Nauru,Coal,1600.0,1932.268,AUS,NRU,Oceania,Oceania
2017,Australia,Export,Netherlands,Coal,7042243000.0,1325940105.493,AUS,NLD,Oceania,Europe
2017,Australia,Export,New Caledonia,Coal,1047190000.0,93683870.343,AUS,NCL,Oceania,Oceania
2017,Australia,Export,New Zealand,Coal,112895800.0,8779821.511,AUS,NZL,Oceania,Oceania
2017,Australia,Export,Pakistan,Coal,51425000.0,3526975.762,AUS,PAK,Oceania,Asia
2017,Australia,Export,Papua New Guinea,Coal,5940.0,7516.678,AUS,PNG,Oceania,Oceania
2017,Australia,Export,Philippines,Coal,1665540000.0,147236980.663,AUS,PHL,Oceania,Asia
2017,Australia,Export,Poland,Coal,1160257000.0,225777574.874,AUS,POL,Oceania,Europe
2017,Australia,Export,Romania,Coal,153505000.0,22789078.418,AUS,ROU,Oceania,Europe
2017,Australia,Export,India,Coal,44331220000.0,7040077629.983,AUS,IND,Oceania,Asia
2017,Australia,Export,Singapore,Coal,23000.0,11106.71,AUS,SGP,Oceania,Asia
2017,Australia,Export,Viet Nam,Coal,4038573000.0,472859722.28,AUS,VNM,Oceania,Asia
2017,Australia,Export,Slovenia,Coal,385132000.0,83751605.582,AUS,SVN,Oceania,Europe
2017,Australia,Export,South Africa,Coal,1194706000.0,239734908.967,AUS,ZAF,Oceania,Africa
2017,Australia,Export,Spain,Coal,869891000.0,171609469.509,AUS,ESP,Oceania,Europe
2017,Australia,Export,Sweden,Coal,790176000.0,150328505.924,AUS,SWE,Oceania,Europe
2017,Australia,Export,Thailand,Coal,3913540140.0,277112962.403,AUS,THA,Oceania,Asia
2017,Australia,Export,United Arab Emirates,Coal,152545000.0,9576657.587,AUS,ARE,Oceania,Asia
2017,Australia,Export,Türkiye,Coal,570453000.0,94707933.523,AUS,TUR,Oceania,Asia
2017,Australia,Export,Ukraine,Coal,245031000.0,38196813.092,AUS,UKR,Oceania,Europe
2017,Australia,Export,Egypt,Coal,19800.0,13955.272,AUS,EGY,Oceania,Africa
2017,Australia,Export,United Kingdom,Coal,934771000.0,152881801.638,AUS,GBR,Oceania,Europe
2017,Australia,Export,USA,Coal,104305000.0,13889124.25,AUS,USA,Oceania,North America
2017,Austria,Export,Hungary,Coal,700.0,151.326,AUT,HUN,Europe,Europe
2017,Austria,Export,Italy,Coal,127300.0,19510.934,AUT,ITA,Europe,Europe
2017,Austria,Export,Poland,Coal,1111600.0,227818.42,AUT,POL,Europe,Europe
2017,Austria,Export,Switzerland,Coal,500.0,142.292,AUT,CHE,Europe,Europe
2017,Austria,Export,USA,Coal,500.0,237.153,AUT,USA,Europe,North America
2017,Bahamas,Export,USA,Coal,1000.0,40.0,BHS,USA,North America,North America
2017,Belgium,Export,Austria,Coal,21805130.0,2631320.422,BEL,AUT,Europe,Europe
2017,Belgium,Export,Bosnia Herzegovina,Coal,324667.0,72202.122,BEL,BIH,Europe,Europe
2017,Belgium,Export,Cameroon,Coal,30.18,25.253,BEL,CMR,Europe,Africa
2017,Belgium,Export,Chile,Coal,21504.1,10972.035,BEL,CHL,Europe,South America
2017,Belgium,Export,Colombia,Coal,5991.28,2350.302,BEL,COL,Europe,South America
2017,Belgium,Export,Congo,Coal,1.5,16.594,BEL,COG,Europe,Africa
2017,Belgium,Export,Denmark,Coal,39303.1,23951.16,BEL,DNK,Europe,Europe
2017,Belgium,Export,Ecuador,Coal,9000.42,3610.576,BEL,ECU,Europe,South America
2017,Belgium,Export,France,Coal,491586016.0,62897407.489,BEL,FRA,Europe,Europe
2017,Belgium,Export,Germany,Coal,758615366.0,89961472.082,BEL,DEU,Europe,Europe
2017,Belgium,Export,Hungary,Coal,4373170.0,447606.259,BEL,HUN,Europe,Europe
2017,Belgium,Export,Indonesia,Coal,79220.0,25351.143,BEL,IDN,Europe,Asia
2017,Belgium,Export,Ireland,Coal,28532914.0,1512052.061,BEL,IRL,Europe,Europe
2017,Belgium,Export,Italy,Coal,107932.0,19013.2,BEL,ITA,Europe,Europe
2017,Belgium,Export,Luxembourg,Coal,37756912.8,3541635.667,BEL,LUX,Europe,Europe
2017,Belgium,Export,Netherlands,Coal,56541685.0,7142893.444,BEL,NLD,Europe,Europe
2017,Belgium,Export,Norway,Coal,498605.0,104129.334,BEL,NOR,Europe,Europe
2017,Belgium,Export,Portugal,Coal,12860.0,7427.374,BEL,PRT,Europe,Europe
2017,Belgium,Export,Romania,Coal,2105.75,1792.707,BEL,ROU,Europe,Europe
2017,Belgium,Export,Saudi Arabia,Coal,600.03,529.114,BEL,SAU,Europe,Asia
2017,Belgium,Export,Slovakia,Coal,89844.7,25864.555,BEL,SVK,Europe,Europe
2017,Belgium,Export,Spain,Coal,85753.0,30427.651,BEL,ESP,Europe,Europe
2017,Belgium,Export,Sweden,Coal,7220010.0,1086353.409,BEL,SWE,Europe,Europe
2017,Belgium,Export,Switzerland,Coal,8842840.0,757010.12,BEL,CHE,Europe,Europe
2017,Belgium,Export,Tunisia,Coal,126.0,413.8,BEL,TUN,Europe,Africa
2017,Belgium,Export,United Kingdom,Coal,37088015.98,5309825.327,BEL,GBR,Europe,Europe
2017,Belgium,Export,USA,Coal,4680351.1,650441.099,BEL,USA,Europe,North America
2017,Bosnia Herzegovina,Export,Czechia,Coal,2400.0,764.73,BIH,CZE,Europe,Europe
2017,Bosnia Herzegovina,Export,Italy,Coal,0.4,2.25,BIH,ITA,Europe,Europe
2017,Bosnia Herzegovina,Export,Serbia,Coal,1200.0,168.98,BIH,SRB,Europe,Europe
2017,Botswana,Export,Namibia,Coal,16371437.0,899800.643,BWA,NAM,Africa,Africa
2017,Botswana,Export,South Africa,Coal,24579576.507,4605206.194,BWA,ZAF,Africa,Africa
2017,Botswana,Export,Zimbabwe,Coal,3767759.273,1190780.885,BWA,ZWE,Africa,Africa
2017,Botswana,Export,Spain,Coal,1.0,0.483,BWA,ESP,Africa,Europe
2017,Botswana,Export,Zambia,Coal,2004856.18,140208.789,BWA,ZMB,Africa,Africa
2017,Brazil,Export,Argentina,Coal,144000.0,109920.0,BRA,ARG,South America,South America
2017,Brazil,Export,Bolivia (Plurinational State of),Coal,6500.0,3409.0,BRA,BOL,South America,South America
2017,Brazil,Export,Colombia,Coal,5000.0,4684.0,BRA,COL,South America,South America
2017,Brazil,Export,Paraguay,Coal,6750.0,3135.0,BRA,PRY,South America,South America
2017,Bulgaria,Export,Greece,Coal,4906130.0,743174.239,BGR,GRC,Europe,Europe
2017,Bulgaria,Export,Romania,Coal,5262020.0,902039.74,BGR,ROU,Europe,Europe
2017,Bulgaria,Export,Serbia,Coal,12218260.0,879186.797,BGR,SRB,Europe,Europe
2017,Bulgaria,Export,Ukraine,Coal,412050.0,48516.071,BGR,UKR,Europe,Europe
2017,Bulgaria,Export,North Macedonia,Coal,5717105.0,611553.14,BGR,MKD,Europe,Europe
2017,Myanmar,Export,China,Coal,360000.0,206145.0,MMR,CHN,Asia,Asia
2017,Myanmar,Export,Thailand,Coal,3640000.0,138324.88,MMR,THA,Asia,Asia
2017,Belarus,Export,Germany,Coal,22000.0,5400.0,BLR,DEU,Europe,Europe
2017,Belarus,Export,Lithuania,Coal,68300.0,3000.0,BLR,LTU,Europe,Europe
2017,Belarus,Export,Rep. of Moldova,Coal,689650.0,60700.0,BLR,MDA,Europe,Europe
2017,Belarus,Export,Poland,Coal,163342660.0,13948300.0,BLR,POL,Europe,Europe
2017,Belarus,Export,Russia,Coal,139805.0,10500.0,BLR,RUS,Europe,Europe
2017,Belarus,Export,Ukraine,Coal,622000.0,63100.0,BLR,UKR,Europe,Europe
2017,Cambodia,Export,"China, Hong Kong SAR",Coal,432.854,32.11,KHM,HKG,Asia,Asia
2017,Algeria,Export,Australia,Oil,381053000.0,150885407.11,DZA,AUS,Africa,Oceania
2017,Algeria,Export,Belgium,Oil,1399838400.0,660281126.04,DZA,BEL,Africa,Europe
2017,Algeria,Export,Brazil,Oil,1755926800.0,791296932.03,DZA,BRA,Africa,South America
2017,Algeria,Export,Canada,Oil,1555528500.0,665791155.92,DZA,CAN,Africa,North America
2017,Algeria,Export,China,Oil,268867000.0,106416860.15,DZA,CHN,Africa,Asia
2017,Algeria,Export,Cuba,Oil,359008300.0,173613761.51,DZA,CUB,Africa,North America
2017,Algeria,Export,France,Oil,5125961011.0,2232466425.85,DZA,FRA,Africa,Europe
2017,Algeria,Export,Greece,Oil,76238900.0,32444098.24,DZA,GRC,Africa,Europe
2017,Algeria,Export,Indonesia,Oil,678381800.0,283888083.68,DZA,IDN,Africa,Asia
2017,Algeria,Export,Italy,Oil,3479324500.0,1450106350.88,DZA,ITA,Africa,Europe
2017,Algeria,Export,Rep. of Korea,Oil,1530729000.0,731997622.74,DZA,KOR,Africa,Asia
2017,Algeria,Export,Malaysia,Oil,187892000.0,102569033.3,DZA,MYS,Africa,Asia
2017,Algeria,Export,Malta,Oil,146672600.0,58943902.71,DZA,MLT,Africa,Europe
2017,Algeria,Export,Netherlands,Oil,2643315800.0,1127425306.46,DZA,NLD,Africa,Europe
2017,Algeria,Export,Norway,Oil,79758005.0,32302790.0,DZA,NOR,Africa,Europe
2017,Algeria,Export,Portugal,Oil,842543600.0,371225106.39,DZA,PRT,Africa,Europe
2017,Algeria,Export,India,Oil,1780846800.0,734318541.93,DZA,IND,Africa,Asia
2017,Algeria,Export,Singapore,Oil,529464400.0,217575114.94,DZA,SGP,Africa,Asia
2017,Algeria,Export,Spain,Oil,1278017600.0,552057111.04,DZA,ESP,Africa,Europe
2017,Algeria,Export,Tajikistan,Oil,91372800.0,33810385.07,DZA,TJK,Africa,Asia
2017,Algeria,Export,Thailand,Oil,213588600.0,98680094.99,DZA,THA,Africa,Asia
2017,Algeria,Export,United Arab Emirates,Oil,4.0,9.98,DZA,ARE,Africa,Asia
2017,Algeria,Export,Tunisia,Oil,4.0,1.86,DZA,TUN,Africa,Africa
2017,Algeria,Export,Ukraine,Oil,17245700.0,7608860.18,DZA,UKR,Africa,Europe
2017,Algeria,Export,United Kingdom,Oil,2819331000.0,1205141119.07,DZA,GBR,Africa,Europe
2017,Algeria,Export,USA,Oil,2032576300.0,848189366.66,DZA,USA,Africa,North America
2017,Angola,Export,Canada,Oil,21445124.373,1078888008.85,AGO,CAN,Africa,North America
2017,Angola,Export,China,Oil,378444574.775,19259800452.45,AGO,CHN,Africa,Asia
2017,Angola,Export,Colombia,Oil,8988055.0,457062510.15,AGO,COL,Africa,South America
2017,Angola,Export,France,Oil,6026119.34,314798371.26,AGO,FRA,Africa,Europe
2017,Angola,Export,Indonesia,Oil,8169308.812,414725050.0,AGO,IDN,Africa,Asia
2017,Angola,Export,Israel,Oil,0.0,69265888.97,AGO,ISR,Africa,Asia
2017,Angola,Export,Italy,Oil,9043076.795,450150159.31,AGO,ITA,Africa,Europe
2017,Angola,Export,Japan,Oil,3805463.0,187924158.46,AGO,JPN,Africa,Asia
2017,Angola,Export,Rep. of Korea,Oil,995285.0,44271272.08,AGO,KOR,Africa,Asia
2017,Angola,Export,Malaysia,Oil,11205297.799,571025516.78,AGO,MYS,Africa,Asia
2017,Angola,Export,Namibia,Oil,238.0,2612.77,AGO,NAM,Africa,Africa
2017,Angola,Export,Panama,Oil,3533535.24,184402314.12,AGO,PAN,Africa,North America
2017,Angola,Export,Peru,Oil,747848.0,40075678.62,AGO,PER,Africa,South America
2017,Angola,Export,Portugal,Oil,5374500.019,280084581.2,AGO,PRT,Africa,Europe
2017,Angola,Export,India,Oil,51714539.685,2629327494.25,AGO,IND,Africa,Asia
2017,Angola,Export,Singapore,Oil,2725788.209,135930234.75,AGO,SGP,Africa,Asia
2017,Angola,Export,South Africa,Oil,26170136.938,1335813839.9,AGO,ZAF,Africa,Africa
2017,Angola,Export,Spain,Oil,17909270.52,913637125.84,AGO,ESP,Africa,Europe
2017,Angola,Export,Thailand,Oil,3718613.792,189427358.24,AGO,THA,Africa,Asia
2017,Angola,Export,Togo,Oil,1908454.0,89664191.41,AGO,TGO,Africa,Africa
2017,Angola,Export,United Kingdom,Oil,2127488.078,111826064.93,AGO,GBR,Africa,Europe
2017,Angola,Export,USA,Oil,18290899.746,912528188.97,AGO,USA,Africa,North America
2017,Azerbaijan,Export,Austria,Oil,353098000.0,136040213.0,AZE,AUT,Asia,Europe
2017,Azerbaijan,Export,Canada,Oil,1482680000.0,592550648.49,AZE,CAN,Asia,North America
2017,Azerbaijan,Export,China,Oil,1106140000.0,418165270.79,AZE,CHN,Asia,Asia
2017,Azerbaijan,Export,Croatia,Oil,534009000.0,212920574.25,AZE,HRV,Asia,Europe
2017,Azerbaijan,Export,Czechia,Oil,1406570000.0,551642172.79,AZE,CZE,Asia,Europe
2017,Azerbaijan,Export,France,Oil,1117390000.0,458005115.73,AZE,FRA,Asia,Europe
2017,Azerbaijan,Export,Germany,Oil,1084830000.0,427796714.09,AZE,DEU,Asia,Europe
2017,Azerbaijan,Export,Greece,Oil,425095000.0,158499042.89,AZE,GRC,Asia,Europe
2017,Azerbaijan,Export,Indonesia,Oil,1197490000.0,465023178.31,AZE,IDN,Asia,Asia
2017,Azerbaijan,Export,Israel,Oil,1568210000.0,637089420.29,AZE,ISR,Asia,Asia
2017,Azerbaijan,Export,Italy,Oil,13180800000.0,5292786393.15,AZE,ITA,Asia,Europe
2017,Azerbaijan,Export,Malta,Oil,90870500.0,31490488.45,AZE,MLT,Asia,Europe
2017,Azerbaijan,Export,Netherlands,Oil,164462000.0,64670495.86,AZE,NLD,Asia,Europe
2017,Azerbaijan,Export,Portugal,Oil,1214430000.0,501448505.32,AZE,PRT,Asia,Europe
2017,Azerbaijan,Export,Romania,Oil,677700000.0,257529668.13,AZE,ROU,Asia,Europe
2017,Azerbaijan,Export,Russia,Oil,1259210.0,460408.22,AZE,RUS,Asia,Europe
2017,Azerbaijan,Export,India,Oil,999564000.0,398746329.26,AZE,IND,Asia,Asia
2017,Azerbaijan,Export,Viet Nam,Oil,139891000.0,54841916.14,AZE,VNM,Asia,Asia
2017,Azerbaijan,Export,Spain,Oil,905908000.0,383232906.78,AZE,ESP,Asia,Europe
2017,Azerbaijan,Export,Switzerland,Oil,90557700.0,39513153.98,AZE,CHE,Asia,Europe
2017,Azerbaijan,Export,Thailand,Oil,252843000.0,109347074.91,AZE,THA,Asia,Asia
2017,Azerbaijan,Export,Tunisia,Oil,442125000.0,172150489.55,AZE,TUN,Asia,Africa
2017,Azerbaijan,Export,Türkiye,Oil,229849000.0,76940662.92,AZE,TUR,Asia,Asia
2017,Azerbaijan,Export,Ukraine,Oil,931081000.0,378368299.36,AZE,UKR,Asia,Europe
2017,Azerbaijan,Export,United Kingdom,Oil,83886800.0,31461238.47,AZE,GBR,Asia,Europe
2017,Azerbaijan,Export,USA,Oil,141313000.0,53500043.91,AZE,USA,Asia,North America
2017,Argentina,Export,Chile,Oil,63162900.0,26050777.77,ARG,CHL,South America,South America
2017,Argentina,Export,China,Oil,1294296000.0,477999574.66,ARG,CHN,South America,Asia
2017,Argentina,Export,Saint Lucia,Oil,23087500.0,8231830.86,ARG,LCA,South America,North America
2017,Argentina,Export,USA,Oil,148749000.0,62944553.07,ARG,USA,South America,North America
2017,Australia,Export,China,Oil,967689000.0,356227236.387,AUS,CHN,Oceania,Asia
2017,Australia,Export,Indonesia,Oil,2907454000.0,1011109653.727,AUS,IDN,Oceania,Asia
2017,Australia,Export,Japan,Oil,338652000.0,120601740.27,AUS,JPN,Oceania,Asia
2017,Australia,Export,Rep. of Korea,Oil,1369120000.0,469539619.627,AUS,KOR,Oceania,Asia
2017,Australia,Export,Malaysia,Oil,846582000.0,302511376.155,AUS,MYS,Oceania,Asia
2017,Australia,Export,New Zealand,Oil,103372000.0,32601355.442,AUS,NZL,Oceania,Oceania
2017,Australia,Export,Papua New Guinea,Oil,175613310.0,58175413.93,AUS,PNG,Oceania,Oceania
2017,Australia,Export,Philippines,Oil,159008000.0,50338590.037,AUS,PHL,Oceania,Asia
2017,Australia,Export,Singapore,Oil,1403432390.0,497999873.016,AUS,SGP,Oceania,Asia
2017,Australia,Export,Viet Nam,Oil,152985700.0,53308554.142,AUS,VNM,Oceania,Asia
2017,Australia,Export,Thailand,Oil,585092000.0,210454685.188,AUS,THA,Oceania,Asia
2017,Australia,Export,USA,Oil,103011003.0,34201806.637,AUS,USA,Oceania,North America
2017,Barbados,Export,Trinidad and Tobago,Oil,37196680.0,12815228.5,BRB,TTO,North America,North America
2017,Belgium,Export,Brazil,Oil,46812.3,22223.195,BEL,BRA,Europe,South America
2017,Belgium,Export,Cameroon,Oil,405.69,7623.211,BEL,CMR,Europe,Africa
2017,Belgium,Export,France,Oil,30.73,306.512,BEL,FRA,Europe,Europe
2017,Belgium,Export,Côte d'Ivoire,Oil,0.0,90.31,BEL,CIV,Europe,Africa
2017,Belgium,Export,Luxembourg,Oil,28.64,381.085,BEL,LUX,Europe,Europe
2017,Belgium,Export,Mexico,Oil,3744.09,2025.616,BEL,MEX,Europe,North America
2017,Belgium,Export,Netherlands,Oil,110420461.16,52341218.322,BEL,NLD,Europe,Europe
2017,Belgium,Export,South Africa,Oil,150.01,960.964,BEL,ZAF,Europe,Africa
2017,Belgium,Export,Switzerland,Oil,1800.0,1204.835,BEL,CHE,Europe,Europe
2017,Belgium,Export,United Kingdom,Oil,4295600.0,4210561.484,BEL,GBR,Europe,Europe
2017,Bolivia (Plurinational State of),Export,Switzerland,Oil,31548900.0,12785337.29,BOL,CHE,South America,Europe
2017,Bolivia (Plurinational State of),Export,USA,Oil,111671600.0,38918362.73,BOL,USA,South America,North America
2017,Botswana,Export,Namibia,Oil,28453.39,42681.322,BWA,NAM,Africa,Africa
2017,Botswana,Export,South Africa,Oil,10.0,5.63,BWA,ZAF,Africa,Africa
2017,Brazil,Export,Argentina,Oil,68482200.0,22183500.0,BRA,ARG,South America,South America
2017,Brazil,Export,Bahamas,Oil,537679200.0,164272107.0,BRA,BHS,South America,North America
2017,Brazil,Export,Chile,Oil,4451686400.0,1507701261.0,BRA,CHL,South America,South America
2017,Brazil,Export,China,Oil,22047343700.0,7351046330.0,BRA,CHN,South America,Asia
2017,Brazil,Export,"China, Hong Kong SAR",Oil,209206000.0,71714862.0,BRA,HKG,South America,Asia
2017,Brazil,Export,Italy,Oil,3.0,36.0,BRA,ITA,South America,Europe
2017,Brazil,Export,Malaysia,Oil,151584000.0,48676006.0,BRA,MYS,South America,Asia
2017,Brazil,Export,Netherlands,Oil,473295500.0,135023747.0,BRA,NLD,South America,Europe
2017,Brazil,Export,Norway,Oil,380.0,2125.0,BRA,NOR,South America,Europe
2017,Brazil,Export,Panama,Oil,557199000.0,185179448.0,BRA,PAN,South America,North America
2017,Brazil,Export,Paraguay,Oil,14441.0,27361.0,BRA,PRY,South America,South America
2017,Brazil,Export,Peru,Oil,436178900.0,139505623.0,BRA,PER,South America,South America
2017,Brazil,Export,Poland,Oil,28.132,9.0,BRA,POL,South America,Europe
2017,Brazil,Export,Portugal,Oil,1223716600.0,359518383.0,BRA,PRT,South America,Europe
2017,Brazil,Export,Saint Lucia,Oil,1412884100.0,441142219.0,BRA,LCA,South America,North America
2017,Brazil,Export,India,Oil,4787312700.0,1498101116.0,BRA,IND,South America,Asia
2017,Brazil,Export,Singapore,Oil,215243000.0,63593087.0,BRA,SGP,South America,Asia
2017,Brazil,Export,Spain,Oil,3510884800.0,959337697.0,BRA,ESP,South America,Europe
2017,Brazil,Export,USA,Oil,8889725700.0,2648443208.0,BRA,USA,South America,North America
2017,Brazil,Export,Uruguay,Oil,2178470600.0,739971188.0,BRA,URY,South America,South America
2017,Belize,Export,Barbados,Oil,80874500.0,11373065.0,BLZ,BRB,North America,North America
2017,Brunei Darussalam,Export,Australia,Oil,345443000.0,148552932.138,BRN,AUS,Asia,Oceania
2017,Brunei Darussalam,Export,China,Oil,468032000.0,187660095.86,BRN,CHN,Asia,Asia
2017,Brunei Darussalam,Export,Indonesia,Oil,81912000.0,31069474.198,BRN,IDN,Asia,Asia
2017,Brunei Darussalam,Export,Japan,Oil,79251000.0,30449129.255,BRN,JPN,Asia,Asia
2017,Brunei Darussalam,Export,Rep. of Korea,Oil,393194000.0,176116478.598,BRN,KOR,Asia,Asia
2017,Brunei Darussalam,Export,Malaysia,Oil,494871000.0,203211817.117,BRN,MYS,Asia,Asia
2017,Brunei Darussalam,Export,Philippines,Oil,76812000.0,32868775.613,BRN,PHL,Asia,Asia
2017,Brunei Darussalam,Export,India,Oil,1288924000.0,543587263.634,BRN,IND,Asia,Asia
2017,Brunei Darussalam,Export,Singapore,Oil,626670114.0,255342815.309,BRN,SGP,Asia,Asia
2017,Brunei Darussalam,Export,Viet Nam,Oil,80084000.0,30345818.614,BRN,VNM,Asia,Asia
2017,Brunei Darussalam,Export,Thailand,Oil,1365223000.0,561028883.823,BRN,THA,Asia,Asia
2017,Brunei Darussalam,Export,USA,Oil,31910000.0,11677429.663,BRN,USA,Asia,North America
2017,Bulgaria,Export,Serbia,Oil,1023266.0,560518.49,BGR,SRB,Europe,Europe
2017,Myanmar,Export,China,Oil,135268000.0,65258890.0,MMR,CHN,Asia,Asia
2017,Myanmar,Export,Malaysia,Oil,5122360000.0,22676700.0,MMR,MYS,Asia,Asia
2017,Myanmar,Export,Singapore,Oil,45479100.0,20818140.0,MMR,SGP,Asia,Asia
2017,Myanmar,Export,Thailand,Oil,165152200.0,68522720.0,MMR,THA,Asia,Asia
2017,Belarus,Export,Germany,Oil,1620900000.0,606609600.0,BLR,DEU,Europe,Europe
2017,Cameroon,Export,China,Oil,616482000.0,230464418.921,CMR,CHN,Africa,Asia
2017,Cameroon,Export,France,Oil,558195002.0,196115465.374,CMR,FRA,Africa,Europe
2017,Cameroon,Export,Italy,Oil,656756000.0,250704671.155,CMR,ITA,Africa,Europe
2017,Cameroon,Export,Netherlands,Oil,194586000.0,62155407.85,CMR,NLD,Africa,Europe
2017,Cameroon,Export,Portugal,Oil,269393000.0,102565523.74,CMR,PRT,Africa,Europe
2017,Cameroon,Export,India,Oil,527623000.0,189096966.984,CMR,IND,Africa,Asia
2017,Cameroon,Export,Spain,Oil,665006000.0,253342703.12,CMR,ESP,Africa,Europe
2017,Cameroon,Export,United Kingdom,Oil,6.0,4.52,CMR,GBR,Africa,Europe
2017,Cameroon,Export,USA,Oil,14.5,15.657,CMR,USA,Africa,North America
2017,Algeria,Export,Argentina,Gas,66863200.0,16864266.11,DZA,ARG,Africa,South America
2017,Algeria,Export,China,Gas,123969500.0,31784197.05,DZA,CHN,Africa,Asia
2017,Algeria,Export,France,Gas,3248575000.0,891125600.91,DZA,FRA,Africa,Europe
2017,Algeria,Export,Greece,Gas,1058991700.0,385475838.13,DZA,GRC,Africa,Europe
2017,Algeria,Export,Italy,Gas,574376300.0,152761533.94,DZA,ITA,Africa,Europe
2017,Algeria,Export,Japan,Gas,76239000.0,23244311.53,DZA,JPN,Africa,Asia
2017,Algeria,Export,Jordan,Gas,199881100.0,54605546.26,DZA,JOR,Africa,Asia
2017,Algeria,Export,Rep. of Korea,Gas,202241900.0,52525364.26,DZA,KOR,Africa,Asia
2017,Algeria,Export,Kuwait,Gas,266062800.0,77895760.34,DZA,KWT,Africa,Asia
2017,Algeria,Export,Netherlands,Gas,39574700.0,9662476.51,DZA,NLD,Africa,Europe
2017,Algeria,Export,Portugal,Gas,155257900.0,51325293.53,DZA,PRT,Africa,Europe
2017,Algeria,Export,India,Gas,261842600.0,84970708.24,DZA,IND,Africa,Asia
2017,Algeria,Export,Singapore,Gas,139633200.0,33010241.28,DZA,SGP,Africa,Asia
2017,Algeria,Export,Spain,Gas,1757022200.0,519953765.87,DZA,ESP,Africa,Europe
2017,Algeria,Export,Thailand,Gas,68256500.0,17616201.65,DZA,THA,Africa,Asia
2017,Algeria,Export,United Arab Emirates,Gas,137664500.0,35631684.1,DZA,ARE,Africa,Asia
2017,Algeria,Export,Türkiye,Gas,3531645000.0,1035676575.21,DZA,TUR,Africa,Asia
2017,Algeria,Export,Egypt,Gas,392197800.0,110886121.64,DZA,EGY,Africa,Africa
2017,Algeria,Export,United Kingdom,Gas,228010400.0,67431966.46,DZA,GBR,Africa,Europe
2017,Andorra,Export,Spain,Gas,17.0,373.939,AND,ESP,Europe,Europe
2017,Angola,Export,Brazil,Gas,0.0,45499300.34,AGO,BRA,Africa,South America
2017,Angola,Export,China,Gas,0.0,114355630.4,AGO,CHN,Africa,Asia
2017,Angola,Export,Japan,Gas,0.0,47156608.0,AGO,JPN,Africa,Asia
2017,Angola,Export,Jordan,Gas,0.0,53040130.8,AGO,JOR,Africa,Asia
2017,Angola,Export,Rep. of Korea,Gas,0.0,44158877.88,AGO,KOR,Africa,Asia
2017,Angola,Export,Kuwait,Gas,0.0,50632157.33,AGO,KWT,Africa,Asia
2017,Angola,Export,Portugal,Gas,0.0,35791296.33,AGO,PRT,Africa,Europe
2017,Angola,Export,India,Gas,0.0,259227744.79,AGO,IND,Africa,Asia
2017,Angola,Export,Singapore,Gas,0.0,32576596.74,AGO,SGP,Africa,Asia
2017,Angola,Export,Spain,Gas,0.0,72753616.18,AGO,ESP,Africa,Europe
2017,Angola,Export,United Arab Emirates,Gas,0.0,81434785.21,AGO,ARE,Africa,Asia
2017,Angola,Export,Türkiye,Gas,0.0,36485185.5,AGO,TUR,Africa,Asia
2017,Angola,Export,Egypt,Gas,0.0,18139829.4,AGO,EGY,Africa,Africa
